date,county,state,fips,cases,deaths,new_cases
2020-03-31,Plumas,California,6063.0,1,0,1.0
2020-04-01,Plumas,California,6063.0,1,0,0.0
2020-04-02,Plumas,California,6063.0,1,0,0.0
2020-04-03,Plumas,California,6063.0,2,0,1.0
2020-04-04,Plumas,California,6063.0,3,0,1.0
2020-04-05,Plumas,California,6063.0,3,0,0.0
2020-04-06,Plumas,California,6063.0,3,0,0.0
2020-04-07,Plumas,California,6063.0,3,0,0.0
2020-04-08,Plumas,California,6063.0,3,0,0.0
2020-04-09,Plumas,California,6063.0,3,0,0.0
2020-04-10,Plumas,California,6063.0,4,0,1.0
2020-04-11,Plumas,California,6063.0,4,0,0.0
2020-04-12,Plumas,California,6063.0,4,0,0.0
2020-04-13,Plumas,California,6063.0,4,0,0.0
2020-04-14,Plumas,California,6063.0,4,0,0.0
2020-04-15,Plumas,California,6063.0,4,0,0.0
2020-04-16,Plumas,California,6063.0,4,0,0.0
2020-04-17,Plumas,California,6063.0,4,0,0.0
2020-04-18,Plumas,California,6063.0,4,0,0.0
2020-04-19,Plumas,California,6063.0,4,0,0.0
2020-04-20,Plumas,California,6063.0,4,0,0.0
2020-04-21,Plumas,California,6063.0,4,0,0.0
2020-04-22,Plumas,California,6063.0,4,0,0.0
2020-04-23,Plumas,California,6063.0,4,0,0.0
2020-04-24,Plumas,California,6063.0,4,0,0.0
2020-04-25,Plumas,California,6063.0,4,0,0.0
2020-04-26,Plumas,California,6063.0,4,0,0.0
2020-04-27,Plumas,California,6063.0,4,0,0.0
2020-04-28,Plumas,California,6063.0,4,0,0.0
2020-04-29,Plumas,California,6063.0,4,0,0.0
2020-04-30,Plumas,California,6063.0,4,0,0.0
2020-05-01,Plumas,California,6063.0,4,0,0.0
2020-05-02,Plumas,California,6063.0,4,0,0.0
2020-05-03,Plumas,California,6063.0,4,0,0.0
2020-05-04,Plumas,California,6063.0,4,0,0.0
2020-05-05,Plumas,California,6063.0,4,0,0.0
2020-05-06,Plumas,California,6063.0,4,0,0.0
2020-05-07,Plumas,California,6063.0,4,0,0.0
2020-05-08,Plumas,California,6063.0,4,0,0.0
2020-05-09,Plumas,California,6063.0,4,0,0.0
2020-05-10,Plumas,California,6063.0,4,0,0.0
2020-05-11,Plumas,California,6063.0,4,0,0.0
2020-05-12,Plumas,California,6063.0,4,0,0.0
2020-05-13,Plumas,California,6063.0,4,0,0.0
2020-05-14,Plumas,California,6063.0,4,0,0.0
2020-05-15,Plumas,California,6063.0,4,0,0.0
2020-05-16,Plumas,California,6063.0,4,0,0.0
2020-05-17,Plumas,California,6063.0,4,0,0.0
2020-05-18,Plumas,California,6063.0,4,0,0.0
2020-05-19,Plumas,California,6063.0,5,0,1.0
